Title,Year,URL,Popularity,verses
Man On The Moon (orchestral) ,2008,/man-on-the-moon-orchestral-lyrics-rem.html,0,"Mott the Hoople and the game of life
Yeah, yeah, yeah, yeah
Andy Kaufman in the wrestling match
Yeah, yeah, yeah, yeah
Monopoly, twenty one, checkers, and chess
Yeah, yeah, yeah, yeah
Mister Fred Blassie in a breakfast mess
Yeah, yeah, yeah, yeah
Let's play twister, let's play risk
Yeah, yeah, yeah, yeah
See you heaven if you make the list
Yeah, yeah, yeah, yeah
Now, Andy did you hear about this one?
Tell me, are you locked in the punch?
Andy are you goofing on Elvis?
Hey, baby are we losing touch?
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
Moses went walking with the staff of wood
Yeah, yeah, yeah, yeah
Newton got beaned by the apple good
Yeah, yeah, yeah, yeah
Egypt was troubled by the horrible Asp
Yeah, yeah, yeah, yeah
Mister Charles Darwin had the gall to ask
Yeah, yeah, yeah, yeah
Now Andy did you hear about this one?
Tell me, are you locked in the punch?
And Andy are you goofing on Elvis?
Hey, baby Are you having fun?
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
Here's a little agit for the never-believer
Yeah, yeah, yeah, yeah
Here's a little ghost for the offering
Yeah, yeah, yeah, yeah
Here's a truck stop instead of Saint Peter's
Yeah, yeah, yeah, yeah
Mister Andy Kaufman's gone wrestling
Yeah, yeah, yeah, yeah
Now Andy did you hear about this one?
Tell me, are you locked in the punch?
Hey Andy are you goofing on Elvis
Hey baby, are we losing touch?
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool"
Man-Sized Wreath ,2008,/mansized-wreath-lyrics-rem.html,0,"Turning on the TV and what do I see?
A pageantry of empty gestures all lined up for me - wow!
I'd have thought by now we would be ready to proceed
But a tearful hymn to tug the heart and a man-sized wreath - ow!
Throw it on the fire, throw it in the air
Kick it out on the dance-floor like you just don't care, oh
Give me some
Wave the palms, steal the alms, fists in the air
A motorcade up benign shows the people that you care - ow!
Nature abhors a vacuum but what's between your ears?
Your judgement clouded with fearful thoughts, a headlights and a deer - ow!
Throw it on the fire, throw it in the air
Kick it out on the dance-floor like you just don't care
Look at what I've found, everybody look around
Everybody looking like they just don't care, oh
Give me some
Well I'm not deceived by pomp and odious conceit
But a tearful hymn to tug the heart and a man-sized wreath-ow!
Throw it on the fire, throw it in the air
Kick it out on the dance-floor like you just don't care
Look at what I've found, everybody look around
Everybody looking like they just don't care
Throw it on the fire, throw it in the air
Kick it out on the dance-floor like you just don't care, oh
Give me some
Give me some
Give me some"
Maps And Legends ,2006,/maps-and-legends-lyrics-rem.html,0,"He's not to be reached, he's to be reached
He's not to be reached, he's to be reached
Called the fool, and the company
On his own, where he'd rather be
Where he ought to be, he sees what you
Can't see, can't you see that
Maybe he's caught in the legend
Maybe he's caught in the mood
Maybe these maps and legends
Have been misunderstood
Down the way the road's divided
Paint me the places you have seen
Those who know what I don't know
Refer to the yellow, red, and green
Maybe he's caught in the legend
maybe he's caught in the mood
Maybe these maps and legends
Have been misunderstood
He's not to be reached, he's to be reached
He's not to be reached, he's to be reached
He's not to be reached, he's to be reached
He's not to be reached, he's to be reached
The map that you painted didn't seem real
He just sings whatever he's seen
Point to the legend, point to the east
Point to the yellow, red, and green
Maybe he's caught in the legend
Maybe he's caught in the mood
Maybe these maps and legends
Have been misunderstood, been misunderstood
Is he to be reached, he's not to be reached
Is he to be reached, he's not to be reached
Is he to be reached, he's not to be reached any more"
Me In Honey ,2006,/me-in-honey-lyrics-rem.html,2,"I sat there looking ugly, looking ugly and mean
I knew what you were saying, you were saying to me
Baby's got some new rules
Baby said she's had it with me
It seems a shame to waste your time on me
It seems a lot to waste your time for me
Left me to love
What it's doing to me
There's a lot of honey in this world
Baby this honey's from me
You've got to do what you do
Do it with me
It seems a shame to waste your time for me
Left me to love
What it's doing to me
Knocked silly, knocked flat, sideways down
These things they pick you up and they turn you around
Say your piece
Say you're sweet for me
It's all the same to share the pain with me
It's all the same, save the shame for me
Left me to love
What it's doing to me
Baby's got some new rules
Baby says she's had it with me
There's a fly in the honey
And baby's got a baby with me
That's a part, that's a part of me
Left me to love
What it's doing to me
Left me to love
What it's doing to me
What about me?
What about me?"
"Me, Marlon Brando, Marlon Brando and I ",2011,/me-marlon-brando-marlon-brando-and-i-lyrics-rem.html,0,"We live and dream about the future
Please ask Neil, I need to pow wow, now
Sift through the annals of our flavored times
Our heroes and all their fatal flaws
Me, Marlon Brando, Marlon Brando and I, sing
Lay me down, down, down, down
Lay me down, down, down, down, down
Help me off to sleep
Take me deep again
We live and dream about our heroes
I listened closely, and I said,
""I'm not sure where to place myself here, friend
I might pawn the gold rings instead""
The winners write the rule books
The histories and lullabies.
Lay me down, down, down, down
Lay me down, down, down, down, down
Help me off to sleep (down, down, down)
Take me deep again (down, down, down)
I heard what you said (Lay me down, down, down, down)
I picture brass rings in your head (Lay me down, down, down, down)
While gold and bronze are... bon bons (down, down, down)
Brass is mixed with lead (down, down, down)"
Milk & Cookies ,2008,/milk-cookies-lyrics-rem.html,0,"[...Heavy applause.]
[ANDY:] Since you've all been such good boys and girls,
I would like to take everybody in this entire
audience out for milk and cookies! There are
busses outside! Everybody, follow me!!!
...
Don't worry, folks! There's enough milk and
cookies for everyone!"
Mine Smell Like Honey ,2011,/mine-smell-like-honey-lyrics-rem.html,0,"I would dare you, but I know I don't need to.
You're going to do just what you want to.
You're going to take the leading chair at the fairground
You're going to sing the praises of your fruit
Mine smell like honey, uhh
Mine smell like honey, uhh
Mine smell like huh huh huh huh
honey, uhh
Dig a hole, dig it deeper, deeper
Climb a mountain, climb it steeper, steeper
Dig a hole, dig it deeper, deeper
Track a trail of honey through it all
If the end comes faster than we had expected
And predictions lead us to the final fall
If the flowers crack the grain, and weave,
the pattern of the pavement
I can hear you shouting over it all
Mine smell like honey, uhh
Mine smell like honey, uhh
Mine smell like huh huh huh huh
honey, uhh
Dig a hole, dig it deeper, deeper
Climb a mountain, climb it steeper, steeper
Dig a hole, dig it deeper, deeper
Track a trail of honey through it all
Dig a hole, dig it deeper, deeper
Climb a mountain, climb it steeper, steeper
Dig a hole, dig it deeper, deeper
Track a trail of honey through it all
You track a trail of honey through it all
You track a trail of honey"
Miracle ,2008,/miracle-lyrics-rem.html,0,(Instrumental)
Monty Got A Raw Deal ,2006,/monty-got-a-raw-deal-lyrics-rem.html,0,
Moon River ,2006,/moon-river-lyrics-rem.html,0,"Moon River, wider than a mile
I'm crossing you in style some day
You dream maker
You heart-breaker
Wherever you're going
I'm going your way
Two drifters off to see the world
There's such a lot of world to see
We're after the same rainbow's end
Waitin' round the bend
My Huckleberry friend
Moon River and me"
Moral Kiosk ,2006,/moral-kiosk-lyrics-rem.html,0,"Scratch the scandals in the twilight
Trying to shock but instead
Idle hands all orient to her
Pass a magic pillow under head
It's so much more attractive inside the moral kiosk
Inside, cold, dark, fire, twilight
Inside, cold, dark, fire, twilight
They scratch the scandals in the twilight
She was laughing like a Horae
Put that knee in dour landslide
Take this step to dash a roving eye
It's so much more attractive inside the moral kiosk
Inside, cold, dark, fire, twilight
Inside, cold, dark, fire, twilight
Scratch the scandals in the twilight
Trying to shock but instead
Idle hands all orient to her
Pass a magic pillow under head
It's so much more attractive inside the moral kiosk
Inside, cold, dark, fire, twilight
Inside, cold, dark, fire, twilight
Inside, cold, dark, fire, twilight
Inside, cold, dark, fire, twilight"
Mr. Richards ,2008,/mrrichards-lyrics-rem.html,1,"Mr. Richards, your position
Is a messenger pigeon
Left behind you when the camp moved on
We thought that you would listen
But the words had never crystallized
Into a truth that you might own, hey hey
Mr. Richards, your decision
Pay attention, pay attention
Mr. Richards, you're forgiven
For a narrow lack of vision
But the fire's are still raging on
The public's got opinions
And these consequences border on
The compound that you raised will sell it see, hey hey
Mr. Richards, your decision
Pay attention, pay attention
So listen, your intention
Sign the papers, stamp the ribbon
You're mistaken if you think we'll just forget
You can thump your chest and rattle
Stand in front of your piano
But we know what's going on
Yes, we know what's going on
We're the children of the choir, hey
And we know what's going on
Mr. Richards, your conviction
Had us cheering in the kitchen
Now the jury's eating pigeon pie
So tell me how is prison
Have they taught you how to listen?
We've begun to bridge the schism
Pay attention, pay attention
Mr. Richards, your decision
Pay attention, pay attention
You can thump your chest and rattle
Stand in front of your piano
But we know what's going on
Yes, we know what's going on
We're the children of the choir, hey
From the compound fire, hey
And we know what's going on
Yes, we know what's going on"
